"Rank","Root Domain","Linking Root Domains","Domain Authority"
"264","hollywoodreporter.com","209,858","93"
"265","espn.com","304,415","93"
"266","amzn.to","715,486","93"
"267","example.com","242,842","93"
"268","icann.org","454,172","93"
"269","doubleclick.net","642,856","93"
"270","dell.com","204,222","93"
"271","hm.com","150,919","93"
"272","psychologytoday.com","266,598","93"
"273","addthis.com","688,746","93"
"274","naver.com","438,215","93"
"275","google.co.id","146,103","93"
"276","shopify.com","1,342,004","93"
"277","liveinternet.ru","283,382","93"
"278","target.com","222,967","93"
"279","nydailynews.com","295,564","93"
"280","biglobe.ne.jp","220,775","93"
"281","xbox.com","142,423","93"
"282","elmundo.es","189,348","93"
"283","nginx.org","572,504","93"
"284","scoop.it","330,799","93"
"285","trustpilot.com","340,035","93"
"286","huffpost.com","488,125","93"
"287","mit.edu","557,815","93"
"288","t.co","1,671,183","93"
"289","guardian.co.uk","513,394","93"
"290","princeton.edu","272,363","93"
"291","spotify.com","1,128,003","93"
"292","cbc.ca","342,116","93"
"293","sciencedirect.com","419,047","93"
"294","ria.ru","154,793","93"
"295","nginx.com","486,054","93"
"296","apache.org","861,735","93"
"297","engadget.com","392,156","93"
"298","gnu.org","544,865","93"
"299","greenpeace.org","153,717","93"
"300","forms.gle","371,269","93"
"301","cbsnews.com","419,929","93"
"302","www.wix.com","813,787","93"
"303","repubblica.it","166,219","93"
"304","wa.me","537,294","93"
"305","wiley.com","430,612","93"
"306","sfgate.com","311,850","93"
"307","yelp.com","820,608","93"
"308","amazon.fr","217,402","93"
"309","search.yahoo.com","419,211","93"
"310","smh.com.au","257,727","93"
"311","tripadvisor.com","445,295","93"
"312","discord.gg","184,332","93"
"313","news.com.au","253,872","93"
"314","oracle.com","515,137","93"
"315","nicovideo.jp","136,527","93"
"316","disqus.com","907,490","93"
"317","loc.gov","367,251","93"
"318","php.net","617,620","93"
"319","newyorker.com","313,383","93"
"320","bing.com","885,211","93"
"321","e-recht24.de","431,055","93"
"322","berkeley.edu","384,910","93"
"323","storage.googleapis.com","545,995","93"
"324","netflix.com","240,690","93"
"325","www.weebly.com","342,776","93"
"326","mysql.com","380,728","93"
"327","ja.wikipedia.org","321,660","93"
"328","express.co.uk","199,135","93"
"329","ru.wikipedia.org","350,868","93"
"330","picasa.google.com","246,563","93"
"331","akamaihd.net","409,060","93"
"332","whitehouse.gov","306,357","93"
"333","digg.com","826,267","93"
"334","usnews.com","317,127","93"
"335","mega.nz","150,435","93"
"336","alibaba.com","360,439","93"
"337","box.com","229,822","93"
"338","www.over-blog.com","776,476","93"
"339","surveymonkey.com","380,426","93"
"340","deezer.com","126,139","93"
"341","detik.com","351,503","93"
"342","bitly.com","362,255","93"
"343","pbs.org","415,070","93"
"344","yadi.sk","174,278","93"
"345","sciencemag.org","258,434","93"
"346","soundcloud.com","1,553,409","93"
"347","mashable.com","337,510","93"
"348","blackberry.com","131,833","93"
"349","cnil.fr","161,033","93"
"350","academia.edu","283,010","93"
"351","zendesk.com","455,784","93"
"352","pl.wikipedia.org","126,062","93"
"353","skype.com","365,349","93"
"354","utexas.edu","226,572","93"
"355","welt.de","155,203","93"
"356","nature.com","434,205","93"
"357","cnbc.com","389,608","93"
"358","nbcnews.com","562,555","93"
"359","godaddy.com","2,398,516","93"
"360","corriere.it","139,308","93"
"361","sendspace.com","149,381","93"
"362","groups.yahoo.com","297,128","93"
"363","vox.com","381,300","93"
"364","ox.ac.uk","215,085","93"
"365","google.ca","297,333","93"
"366","theverge.com","299,226","93"
"367","disney.com","208,449","93"
"368","about.com","658,117","93"
"369","gmail.com","178,129","93"
"370","thetimes.co.uk","293,634","93"
"371","eventbrite.com","523,854","93"
"372","wikihow.com","342,793","93"
"373","stanford.edu","500,842","93"
"374","rambler.ru","228,858","93"
"375","variety.com","195,075","93"
"376","twitch.tv","301,786","93"
"377","googleblog.com","231,400","93"
"378","xinhuanet.com","593,722","92"
"379","feedburner.google.com","321,210","92"
"380","naver.jp","127,530","92"
"381","megaupload.com","241,796","92"
"382","foursquare.com","234,891","92"
"383","ameblo.jp","724,569","92"
"384","bp3.blogger.com","520,996","92"
"385","geocities.com","535,741","92"
"386","mystrikingly.com","270,087","92"
"387","coursera.org","134,092","92"
"388","imgur.com","1,114,815","92"
"389","blog.fc2.com","394,043","92"
"390","iso.org","165,465","92"
"391","about.me","276,102","92"
"392","www.canalblog.com","394,623","92"
"393","steamcommunity.com","177,478","92"
"394","lycos.com","665,354","92"
"395","adweek.com","161,018","92"
"396","dreniq.com","323,988","92"
"397","irs.gov","242,228","92"
"398","nhk.or.jp","200,974","92"
"399","ieee.org","182,653","92"
"400","m.me","172,718","92"
"401","offset.com","874,665","92"
"402","snapchat.com","156,576","92"
"403","mixcloud.com","173,378","92"
"404","epa.gov","278,262","92"
"405","qq.com","4,193,838","92"
"406","wn.com","203,417","92"
"407","nifty.com","209,184","92"
"408","zoom.us","322,791","92"
"409","livescience.com","209,817","92"
"410","stores.jp","409,362","92"
"411","fb.me","233,454","92"
"412","zdnet.com","235,162","92"
"413","qz.com","181,485","92"
"414","xing.com","402,284","92"
"415","redhat.com","184,756","92"
"416","people.com","192,768","92"
"417","imageshack.com","435,647","92"
"418","kinja.com","187,671","92"
"419","thedailybeast.com","199,159","92"
"420","ed.gov","228,793","92"
"421","cisco.com","201,300","92"
"422","nvidia.com","143,616","92"
"423","chron.com","190,772","92"
"424","cocolog-nifty.com","180,782","92"
"425","plos.org","216,619","92"
"426","springer.com","340,256","92"
"427","thefreedictionary.com","188,379","92"
"428","namesilo.com","243,401","92"
"429","ebay.co.uk","198,441","92"
"430","ca.gov","371,876","92"
"431","cointernet.com.co","463,744","92"
"432","home.pl","197,511","92"
"433","arxiv.org","177,089","92"
"434","viagens.com.br","126,726","92"
"435","tabelog.com","138,245","92"
"436","businessinsider.com.au","248,157","92"
"437","oreilly.com","215,402","92"
"438","prezi.com","213,188","92"
"439","usgs.gov","191,148","92"
"440","thoughtco.com","288,082","92"
"441","entrepreneur.com","213,664","92"
"442","amazon.ca","175,425","92"
"443","rediff.com","264,379","92"
"444","calameo.com","149,693","92"
"445","thenextweb.com","163,526","92"
"446","nps.gov","287,290","92"
"447","pastebin.com","165,996","92"
"448","worldbank.org","199,059","92"
"449","viglink.com","349,596","92"
"450","lifehacker.com","198,563","92"
"451","fifa.com","138,391","92"
"452","storage.canalblog.com","278,519","92"
"453","arstechnica.com","206,369","92"
"454","eff.org","134,928","92"
"455","home.neustar","499,392","92"
"456","answers.com","213,379","92"
"457","popsugar.com","124,138","92"
"458","transandfiestas.ga","301,277","92"
"459","digitaltrends.com","163,743","92"
"460","histats.com","451,037","92"
"461","soratemplates.com","214,241","92"
"462","so-net.ne.jp","170,674","92"
"463","evernote.com","257,009","92"
"464","ap.org","173,897","92"
"465","wiktionary.org","239,022","92"
"466","dribbble.com","401,398","92"
"467","bp1.blogger.com","520,773","92"
"468","standard.co.uk","141,545","92"
"469","tes.com","397,980","92"
"470","billboard.com","159,380","92"
"471","newscientist.com","187,990","92"
"472","symantec.com","148,950","92"
"473","alexa.com","289,750","92"
"474","e-monsite.com","135,965","92"
"475","calendar.google.com","137,450","92"
"476","state.gov","257,108","92"
"477","pinterest.co.uk","161,981","92"
"478","tmz.com","173,877","92"
"479","asahi.com","158,817","92"
"480","undeveloped.com","407,456","92"
"481","businesswire.com","225,661","92"
"482","jstor.org","151,431","92"
"483","consumerreports.org","144,300","92"
"484","marriott.com","319,187","92"
"485","ucla.edu","223,133","92"
"486","mhlw.go.jp","136,838","92"
"487","orange.fr","170,523","92"
"488","gooyaabitemplates.com","358,311","92"
"489","statista.com","181,687","92"
"490","answers.yahoo.com","185,724","92"
"491","pewresearch.org","188,095","92"
"492","iubenda.com","188,326","92"
"493","elsevier.com","226,810","92"
"494","ucoz.ru","182,207","92"
"495","bp0.blogger.com","520,921","92"
"496","biblegateway.com","201,898","92"
"497","fda.gov","273,730","92"
"498","com.com","218,426","92"
"499","politico.com","204,314","92"
"500","www.livejournal.com","3,044,047","92"
