academia.edu,['SAMEORIGIN']
accounts.google.com,['SAMEORIGIN', 'DENY']
adobe.com,['SAMEORIGIN']
adweek.com,[None]
amazon.ca,[None]
amazon.co.jp,[None]
amazon.de,['SAMEORIGIN']
answers.com,['SAMEORIGIN']
bbc.com,[None]
blog.fc2.com,[None]
booking.com,[None]
books.google.com,['SAMEORIGIN']
bp.blogspot.com,[None]
bp3.blogger.com,[None]
brandbucket.com,[None]
britannica.com,[None]
ca.gov,[None]
calameo.com,['SAMEORIGIN']
cambridge.org,['SAMEORIGIN']
cloudflare.com,['SAMEORIGIN']
de.wikipedia.org,[None]
deezer.com,['SAMEORIGIN']
dropbox.com,['DENY']
ebay.com,['SAMEORIGIN']
ed.gov,['SAMEORIGIN']
en.wikipedia.org,[None]
europa.eu,[None]
fandom.com,['SAMEORIGIN']
fb.me,['DENY']
finance.yahoo.com,['SAMEORIGIN']
forbes.com,['SAMEORIGIN']
foxnews.com,[None]
get.google.com,['SAMEORIGIN']
ggpht.com,[None]
godaddy.com,[None]
gofundme.com,[None]
goo.gl,['SAMEORIGIN']
google.co.in,['SAMEORIGIN']
google.de,['SAMEORIGIN']
google.es,['SAMEORIGIN']
google.nl,['SAMEORIGIN']
googleblog.com,['SAMEORIGIN']
gooyaabitemplates.com,[None]
greenpeace.org,['SAMEORIGIN']
groups.yahoo.com,['SAMEORIGIN']
harvard.edu,[None]
hm.com,['DENY']
huffpost.com,['DENY', 'SAMEORIGIN']
ig.com.br,[None]
instagram.com,['SAMEORIGIN']
iso.org,[None]
lifehacker.com,[None]
linkedin.com,['sameorigin']
lycos.com,[None]
mail.google.com,['SAMEORIGIN', 'DENY']
mail.ru,['SAMEORIGIN']
microsoft.com,[None]
msn.com,[None]
my.yahoo.com,['SAMEORIGIN']
myspace.com,['SAMEORIGIN']
namesilo.com,['SAMEORIGIN']
networkadvertising.org,['SAMEORIGIN']
news.google.com,['SAMEORIGIN']
newscientist.com,['DENY']
nokia.com,['SAMEORIGIN']
nps.gov,[None]
offset.com,['DENY']
orange.fr,['sameorigin']
people.com,[None]
php.net,['SAMEORIGIN']
picasa.google.com,[None]
plos.org,[None]
policies.google.com,['SAMEORIGIN']
rediff.com,['SAMEORIGIN']
researchgate.net,['SAMEORIGIN']
reuters.com,[None]
rt.com,['SAMEORIGIN']
shutterstock.com,[None]
stanford.edu,['SAMEORIGIN']
steamcommunity.com,['SAMEORIGIN']
surveymonkey.com,[None]
terra.com.br,['SAMEORIGIN']
thenextweb.com,['SAMEORIGIN']
theverge.com,['SAMEORIGIN']
thoughtco.com,[None]
tinyurl.com,['SAMEORIGIN']
transandfiestas.ga,[None]
twitch.tv,['SAMEORIGIN']
usgs.gov,['SAMEORIGIN']
vk.com,[None]
walmart.com,[None]
washingtonpost.com,[None]
whitehouse.gov,['DENY']
wiktionary.org,[None]
wired.com,[None]
wordpress.org,['SAMEORIGIN']
youtu.be,['SAMEORIGIN']
youtube.com,['SAMEORIGIN']
zdnet.com,['SAMEORIGIN']
